V,C
-15,5.422970E-11
-14.9,5.422980E-11
-14.8,5.423030E-11
-14.7,5.422970E-11
-14.6,5.422980E-11
-14.5,5.422920E-11
-14.4,5.423010E-11
-14.3,5.422980E-11
-14.2,5.422880E-11
-14.1,5.422920E-11
-14,5.422910E-11
-13.9,5.422870E-11
-13.8,5.422910E-11
-13.7,5.422900E-11
-13.6,5.422890E-11
-13.5,5.422810E-11
-13.4,5.422930E-11
-13.3,5.422880E-11
-13.2,5.422890E-11
-13.1,5.422890E-11
-13,5.422880E-11
-12.9,5.422870E-11
-12.8,5.422860E-11
-12.7,5.422870E-11
-12.6,5.422870E-11
-12.5,5.422880E-11
-12.4,5.422880E-11
-12.3,5.422850E-11
-12.2,5.422850E-11
-12.1,5.422780E-11
-12,5.422860E-11
-11.9,5.422830E-11
-11.8,5.422830E-11
-11.7,5.422860E-11
-11.6,5.422830E-11
-11.5,5.422820E-11
-11.4,5.422810E-11
-11.3,5.422770E-11
-11.2,5.422740E-11
-11.1,5.422780E-11
-11,5.422820E-11
-10.9,5.422830E-11
-10.8,5.422780E-11
-10.7,5.422820E-11
-10.6,5.422840E-11
-10.5,5.422780E-11
-10.4,5.422780E-11
-10.3,5.422760E-11
-10.2,5.422740E-11
-10.1,5.422770E-11
-10,5.422770E-11
-9.9,5.422800E-11
-9.8,5.422760E-11
-9.7,5.422820E-11
-9.6,5.422810E-11
-9.5,5.422760E-11
-9.4,5.422830E-11
-9.3,5.422820E-11
-9.2,5.422830E-11
-9.1,5.422800E-11
-9,5.422730E-11
-8.9,5.422790E-11
-8.8,5.422820E-11
-8.7,5.422820E-11
-8.6,5.422790E-11
-8.5,5.422780E-11
-8.4,5.422750E-11
-8.3,5.422780E-11
-8.2,5.422760E-11
-8.1,5.422800E-11
-8,5.422750E-11
-7.9,5.422780E-11
-7.8,5.422760E-11
-7.7,5.422730E-11
-7.6,5.422760E-11
-7.5,5.422740E-11
-7.4,5.422750E-11
-7.3,5.422800E-11
-7.2,5.422800E-11
-7.1,5.422760E-11
-7,5.422770E-11
-6.9,5.422780E-11
-6.8,5.422780E-11
-6.7,5.422790E-11
-6.6,5.422800E-11
-6.5,5.422820E-11
-6.4,5.422800E-11
-6.3,5.422810E-11
-6.2,5.422770E-11
-6.1,5.422860E-11
-6,5.422810E-11
-5.9,5.422830E-11
-5.8,5.422800E-11
-5.7,5.422810E-11
-5.6,5.422870E-11
-5.5,5.422820E-11
-5.4,5.422820E-11
-5.3,5.422850E-11
-5.2,5.422850E-11
-5.1,5.422860E-11
-5,5.422780E-11
-4.9,5.422780E-11
-4.8,5.422830E-11
-4.7,5.422800E-11
-4.6,5.422810E-11
-4.5,5.422850E-11
-4.4,5.422860E-11
-4.3,5.422950E-11
-4.2,5.422920E-11
-4.1,5.422930E-11
-4,5.422960E-11
-3.9,5.422990E-11
-3.8,5.423040E-11
-3.7,5.423120E-11
-3.6,5.423170E-11
-3.5,5.423200E-11
-3.4,5.423290E-11
-3.3,5.423380E-11
-3.2,5.423540E-11
-3.1,5.423660E-11
-3,5.423820E-11
-2.9,5.424070E-11
-2.8,5.424300E-11
-2.7,5.424630E-11
-2.6,5.424960E-11
-2.5,5.425410E-11
-2.4,5.425930E-11
-2.3,5.426550E-11
-2.2,5.427220E-11
-2.1,5.428070E-11
-2,5.429050E-11
-1.9,5.430160E-11
-1.8,5.431430E-11
-1.7,5.432930E-11
-1.6,5.434690E-11
-1.5,5.436740E-11
-1.4,5.439010E-11
-1.3,5.441730E-11
-1.2,5.444770E-11
-1.1,5.448180E-11
-1,5.452130E-11
-0.9,5.456780E-11
-0.8,5.462050E-11
-0.7,5.468090E-11
-0.6,5.474980E-11
-0.5,5.482840E-11
-0.4,5.491600E-11
-0.3,5.501330E-11
-0.2,5.512020E-11
-0.1,5.523380E-11
0,5.535240E-11
0.1,5.547500E-11
0.2,5.559930E-11
0.3,5.572140E-11
0.4,5.584020E-11
0.5,5.595500E-11
0.6,5.606360E-11
0.7,5.616480E-11
0.8,5.625860E-11
0.9,5.634550E-11
1,5.642460E-11
1.1,5.649650E-11
1.2,5.656340E-11
1.3,5.662370E-11
1.4,5.667760E-11
1.5,5.672770E-11
1.6,5.677190E-11
1.7,5.681340E-11
1.8,5.684960E-11
1.9,5.688410E-11
2,5.691530E-11
2.1,5.694320E-11
2.2,5.696950E-11
2.3,5.699300E-11
2.4,5.701520E-11
2.5,5.703550E-11
2.6,5.705450E-11
2.7,5.707180E-11
2.8,5.708810E-11
2.9,5.710350E-11
3,5.711670E-11
3.1,5.712970E-11
3.2,5.714200E-11
3.3,5.715330E-11
3.4,5.716420E-11
3.5,5.717410E-11
3.6,5.718390E-11
3.7,5.719220E-11
3.8,5.720080E-11
3.9,5.720860E-11
4,5.721570E-11
4.1,5.722280E-11
4.2,5.722950E-11
4.3,5.723570E-11
4.4,5.724180E-11
4.5,5.724770E-11
4.6,5.725300E-11
4.7,5.725830E-11
4.8,5.726320E-11
4.9,5.726810E-11
5,5.727230E-11
5.1,5.727740E-11
5.2,5.728170E-11
5.3,5.728560E-11
5.4,5.728960E-11
5.5,5.729270E-11
5.6,5.729580E-11
5.7,5.729980E-11
5.8,5.730270E-11
5.9,5.730560E-11
6,5.730870E-11
6.1,5.731130E-11
6.2,5.731400E-11
6.3,5.731720E-11
6.4,5.731920E-11
6.5,5.732180E-11
6.6,5.732420E-11
6.7,5.732650E-11
6.8,5.732900E-11
6.9,5.733050E-11
7,5.733300E-11
7.1,5.733470E-11
7.2,5.733670E-11
7.3,5.733830E-11
7.4,5.734060E-11
7.5,5.734230E-11
7.6,5.734400E-11
7.7,5.734510E-11
7.8,5.734670E-11
7.9,5.734810E-11
8,5.734970E-11
8.1,5.735150E-11
8.2,5.735250E-11
8.3,5.735400E-11
8.4,5.735520E-11
8.5,5.735690E-11
8.6,5.735750E-11
8.7,5.735930E-11
8.8,5.736040E-11
8.9,5.736160E-11
9,5.736260E-11
9.1,5.736390E-11
9.2,5.736420E-11
9.3,5.736560E-11
9.4,5.736660E-11
9.5,5.736760E-11
9.6,5.736860E-11
9.7,5.736980E-11
9.8,5.737010E-11
9.9,5.737100E-11
10,5.737210E-11
10.1,5.737310E-11
10.2,5.737370E-11
10.3,5.737440E-11
10.4,5.737500E-11
10.5,5.737580E-11
10.6,5.737700E-11
10.7,5.737680E-11
10.8,5.737780E-11
10.9,5.737870E-11
11,5.737960E-11
11.1,5.738050E-11
11.2,5.738080E-11
11.3,5.738130E-11
11.4,5.738170E-11
11.5,5.738220E-11
11.6,5.738260E-11
11.7,5.738310E-11
11.8,5.738430E-11
11.9,5.738490E-11
12,5.738500E-11
12.1,5.738570E-11
12.2,5.738560E-11
12.3,5.738670E-11
12.4,5.738690E-11
12.5,5.738750E-11
12.6,5.738800E-11
12.7,5.738860E-11
12.8,5.738880E-11
12.9,5.738970E-11
13,5.738990E-11
13.1,5.739000E-11
13.2,5.739080E-11
13.3,5.739090E-11
13.4,5.739140E-11
13.5,5.739170E-11
13.6,5.739160E-11
13.7,5.739210E-11
13.8,5.739320E-11
13.9,5.739290E-11
14,5.739350E-11
14.1,5.739350E-11
14.2,5.739390E-11
14.3,5.739440E-11
14.4,5.739460E-11
14.5,5.739490E-11
14.6,5.739470E-11
14.7,5.739550E-11
14.8,5.739600E-11
14.9,5.739570E-11
15,5.739660E-11
15.1,5.739680E-11
15.2,5.739720E-11
15.3,5.739700E-11
15.4,5.739720E-11
15.5,5.739760E-11
15.6,5.739750E-11
15.7,5.739820E-11
15.8,5.739830E-11
15.9,5.739880E-11
16,5.739900E-11
16.1,5.739920E-11
16.2,5.739930E-11
16.3,5.740000E-11
16.4,5.739950E-11
16.5,5.740010E-11
16.6,5.740010E-11
16.7,5.740010E-11
16.8,5.740070E-11
16.9,5.740020E-11
17,5.740110E-11
17.1,5.740090E-11
17.2,5.740080E-11
17.3,5.740160E-11
17.4,5.740160E-11
17.5,5.740200E-11
17.6,5.740190E-11
17.7,5.740180E-11
17.8,5.740230E-11
17.9,5.740270E-11
18,5.740270E-11
18.1,5.740280E-11
18.2,5.740250E-11
18.3,5.740280E-11
18.4,5.740330E-11
18.5,5.740340E-11
18.6,5.740320E-11
18.7,5.740340E-11
18.8,5.740430E-11
18.9,5.740410E-11
19,5.740460E-11
19.1,5.740400E-11
19.2,5.740400E-11
19.3,5.740480E-11
19.4,5.740500E-11
19.5,5.740530E-11
19.6,5.740480E-11
19.7,5.740490E-11
19.8,5.740440E-11
19.9,5.740510E-11
20,5.740550E-11
20.1,5.740500E-11
20.2,5.740520E-11
20.3,5.740560E-11
20.4,5.740540E-11
20.5,5.740590E-11
20.6,5.740580E-11
20.7,5.740630E-11
20.8,5.740600E-11
20.9,5.740630E-11
21,5.740620E-11
21.1,5.740630E-11
21.2,5.740640E-11
21.3,5.740690E-11
21.4,5.740630E-11
21.5,5.740650E-11
21.6,5.740680E-11
21.7,5.740660E-11
21.8,5.740670E-11
21.9,5.740750E-11
22,5.740720E-11
22.1,5.740710E-11
22.2,5.740690E-11
22.3,5.740790E-11
22.4,5.740720E-11
22.5,5.740770E-11
22.6,5.740790E-11
22.7,5.740780E-11
22.8,5.740780E-11
22.9,5.740730E-11
23,5.740840E-11
23.1,5.740800E-11
23.2,5.740800E-11
23.3,5.740800E-11
23.4,5.740880E-11
23.5,5.740810E-11
23.6,5.740910E-11
23.7,5.740890E-11
23.8,5.740850E-11
23.9,5.740960E-11
24,5.740890E-11
24.1,5.740920E-11
24.2,5.740950E-11
24.3,5.740950E-11
24.4,5.741020E-11
24.5,5.740960E-11
24.6,5.740910E-11
24.7,5.741020E-11
24.8,5.741010E-11
24.9,5.741030E-11
25,5.741090E-11
